pgc,Name,J2000,UGC/AGC,Alt_Name,RAJ,DeJ,Ty,r23.5,r83L,mu_out,ell,e_ell,PA,e_PA,tf,Wtf,e_Wtf,m_obs,e_m,m_c,M_I,e_MI,gamma,inc,Vcmb,Vpec,e_Vp,Dist,Vp_b,e_Vpb,D_bias,Gp_ID,O/H,Theta,Cluster,mem,RAJg,DeJg,Vcmbg,e_Vg,Ng,Na,Vpg,e_Vpg,Dg,Vpg_b,e_Vpgb,Dg_b,Int_ID
7504,UGC01459,J015906.7+360347,1459,522-096,"01 59 06.9","+36 03 45",5,50.7,36.7,23.96,0.834,0.020,108,4,,2.560,0.019,13.26,0.02,12.36,-21.00,0.14,1.00,84.0,5221,,,,,,,,H,77.1,A262,c,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
7506,UGC01462,J015909.4+252309,1462,482-034,"01 59 09.6","+25 23 08",5,39.8,41.0,24.18,0.465,0.164,73,7,,2.373,0.053,13.32,0.06,12.84,-20.52,0.11,1.00,58.4,4794,1234,999,3426,479,1248,4181,30109,H,,,,"02 00 05.1","+24 31 40",4660,1,5,11,340,420,4320,-23,406,4683,
7521,PGC007521,J015915.7+242500,110712,482-035,"01 59 15.6","+24 24 59",3,23.1,15.1,23.89,0.530,0.001,76,1,,2.041,0.027,13.69,0.03,13.35,-19.48,0.07,0.66,64.3,3647,2138,417,1509,2026,458,1621,,H,,,,,,,,,,,,,,,,
7533,UGC01468,J015931.0+135638,1468,M+206007,"01 59 31.0","+13 56 36",5,38.5,39.9,24.06,0.596,0.070,146,7,,2.318,0.016,13.84,0.07,13.41,-19.81,0.11,0.80,67.3,4334,713,838,3644,458,993,3899,40280,H,,,,"01 59 12.2","+14 32 18",4357,2,2,4,63,653,4294,-27,722,4384,
7562,PGC007562,J015955.3+241844,110720,482-038,"01 59 55.2","+24 18 44",5,30.7,20.7,24.00,0.785,0.009,68,0,,2.447,0.010,13.93,0.03,13.11,-20.26,0.13,0.98,80.1,4823,-390,1062,5050,-344,755,5004,30109,H,,,,"02 00 05.1","+24 31 40",4660,1,5,11,340,420,4320,-23,406,4683,
7578,ESO354-024,J020010.1-352437,21532,"354 G 24","02 00 10.0","-35 24 42",4,23.1,20.6,24.18,0.378,0.027,10,3,,2.538,0.025,14.27,0.04,14.10,-20.99,0.07,1.00,52.2,10257,-762,2302,11019,343,1656,9914,,O,,,,,,,,,,,,,,,,
7588,UGC01478,J020015.0+241510,1478,482-042,"02 00 14.9","+24 15 08",5,30.6,24.7,24.00,0.155,0.087,174,24,*,,,13.00,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7594,UGC01479,J020019.1+242825,1479,482-043,"02 00 19.1","+24 28 26",3,47.7,31.4,23.53,0.704,0.026,178,1,,2.643,0.010,12.53,0.03,12.06,-21.30,0.08,1.00,77.1,4662,-1061,1020,5721,-512,743,5172,30109,H,,,,"02 00 05.1","+24 31 40",4660,1,5,11,340,420,4320,-23,406,4683,
7603,IC1764,J020023.4+243450,1486,I1764,"02 00 23.4","+24 34 50",3,39.4,34.0,24.17,0.240,0.034,17,17,,2.512,0.028,12.52,0.04,12.22,-21.14,0.08,1.00,41.6,4799,617,880,4043,144,910,4516,30109,H,,,,"02 00 05.1","+24 31 40",4660,1,5,11,340,420,4320,-23,406,4683,
7645,IC1769,J020054.9-315513,21545,I1769,"02 00 54.8","-31 55 12",3,27.5,18.3,23.76,0.704,0.017,77,1,,2.461,0.021,13.64,0.03,13.20,-20.43,0.11,1.00,77.1,5277,-117,1167,5394,-187,833,5464,,O,,,,,,,,,,,,,,,,
7646,UGC01493,J020055.1+381239,1493,522-102,"02 00 55.1","+38 12 39",2,56.5,37.1,23.77,0.628,0.016,86,1,,2.549,0.011,12.17,0.02,11.54,-21.47,0.07,1.00,67.0,3895,,,,,,,,H,157.0,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
7649,UGC01498,J020058.9+081840,1498,413-024,"02 00 58.9","+08 18 39",3,28.9,20.0,24.12,0.410,0.014,25,1,,2.476,0.007,13.05,0.02,12.73,-20.50,0.08,1.00,55.5,4438,-165,906,4558,-504,995,4897,40903,H,,,,"02 03 49.4","+07 11 50",4393,1,1,3,-165,906,4558,-504,995,4897,
7656,NGC0788,J020106.4-064857,410432,"N 788","02 01 06.3","-06 48 55",0,72.5,57.9,24.17,0.157,0.049,116,6,*,,,10.82,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7663,UGC01500,J020112.1+194030,1500,M+306016,"02 01 12.2","+19 40 30",5,30.3,25.0,23.74,0.733,0.021,168,0,,2.193,0.016,14.35,0.03,13.77,-18.01,0.09,0.50,76.4,2162,-496,674,2753,-646,806,2903,40265,H,,,,"01 56 16.6","+20 13 51",2257,1,3,11,-109,297,2366,-121,346,2378,915
7670,ESO354-030,J020114.5-342147,21551,"354 G 30","02 01 14.7","-34 21 49",3,31.5,24.2,24.75,0.502,0.018,137,4,,2.305,0.058,13.46,0.03,13.24,-20.10,0.08,0.92,62.3,4608,1274,1029,3334,137,1050,4471,,O,,,,,,,,,,,,,,,,
7727,ESO114-021,J020159.7-583415,21567,"114 G 21","02 01 59.3","-58 34 16",3,42.6,30.9,25.59,0.390,0.051,10,9,,2.547,0.034,12.56,0.04,12.39,-21.62,0.07,1.00,54.0,6280,1400,1100,4880,631,759,5649,,O,,,,,,,,,,,,,,,,
7740,NGC0800,J020211.8-000749,1526,"N 800","02 02 11.8","-00 07 49",5,31.8,24.3,24.34,0.248,0.047,12,2,*,,,12.89,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7742,ESO414-025,J020212.0-283927,21561,"414 G 25","02 02 12.2","-28 39 28",4,53.5,42.9,23.86,0.599,0.052,161,3,,2.589,0.012,12.32,0.03,12.04,-21.38,0.07,1.00,67.5,4787,-379,959,5157,-539,990,5317,30119,H,,,,"02 03 27.8","-28 58 49",4778,5,1,3,-378,959,5156,-539,989,5317,
7773,ESO013-028,J020232.2-794015,21596,"13 G 28","02 02 32.9","-79 40 13",5,53.2,38.6,25.11,0.791,0.023,3,1,*,,,12.92,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,UGC01536,J020254.9+073126,1536,413-032,"02 02 55.0","+07 31 25",4,28.0,21.0,23.94,0.554,0.012,36,1,,2.548,0.007,13.70,0.03,13.28,-21.07,0.08,1.00,64.5,7316,-537,1483,7853,226,1485,7090,,H,,,,,,,,,,,,,,,,
7812,IC0194,J020305.2+023651,1542,"I 194","02 03 05.2","+02 36 50",3,49.5,33.4,23.97,0.774,0.030,14,1,,2.676,0.006,12.80,0.03,12.30,-21.63,0.11,1.00,83.8,6116,-1024,1235,7072,-246,1210,6294,41038,H,,,,"02 04 55.8","+02 31 36",6048,3,2,3,712,713,5336,621,773,5427,
7833,UGC01537,J020336.4+482719,1537,M+804013,"02 03 36.3","+48 27 17",5,42.1,30.5,23.51,0.788,0.011,99,1,*,,,13.66,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7839,UGC01553,J020335.5+044708,1553,413-035,"02 03 35.6","+04 47 07",5,26.6,24.2,24.08,0.469,0.025,135,3,,2.336,0.012,14.13,0.07,13.81,-19.55,0.10,0.69,58.7,4484,-35,1045,4699,-502,971,5166,40596,H,,,,"01 54 41.7","+05 16 13",4664,1,4,7,-637,553,5301,-751,579,5415,
7842,PGC007842,J020337.0+154447,120006,438-018,"02 03 37.0","+15 44 48",3,28.9,17.4,23.32,0.743,0.023,53,0,,2.558,0.032,13.87,0.02,13.40,-21.06,0.09,1.00,80.5,7704,-320,1777,8024,-72,1871,7776,,H,,,,,,,,,,,,,,,,
7843,PGC007843,J020341.1+261637,120005,482-062,"02 03 41.0","+26 16 36",5,28.5,24.5,24.16,0.225,0.079,11,3,,2.467,0.070,13.28,0.04,13.01,-20.42,0.08,1.00,39.6,4753,-390,1702,5207,-237,1113,5054,30116,H,,,,"02 02 39.8","+26 23 32",4817,3,1,7,-390,1702,5207,-237,1113,5054,
7847,NGC0801,J020345.0+381533,1550,"N 801","02 03 45.1","+38 15 32",5,106.9,92.4,24.15,0.725,0.028,152,2,,2.652,0.005,11.52,0.03,11.05,-22.68,0.09,1.31,75.9,5528,,,,,,,,H,181.9,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
7849,NGC0803,J020344.7+160151,1554,"N 803","02 03 44.8","+16 01 51",5,88.8,73.4,24.83,0.598,0.012,12,2,,2.420,0.006,11.40,0.03,10.94,-20.37,0.10,1.00,67.4,1829,121,355,1708,106,422,1723,,H,,,,,,,,,,,,,,,,
7854,ESO153-012,J020349.4-522652,21582,"153 G 12","02 03 49.1","-52 26 50",5,30.3,25.8,23.62,0.545,0.019,142,1,,2.480,0.031,13.79,0.03,13.47,-20.37,0.08,1.00,63.9,6183,-930,1539,6745,-795,1452,6610,30122,O,,,,"02 05 26.6","-52 06 03",5815,11,2,3,-83,900,5898,-231,788,6046,
7865,NGC0808,J020356.7-231843,21578,"N 808","02 03 57.1","-23 18 50",3,43.3,27.1,22.89,0.485,0.021,7,6,,2.599,0.022,12.17,0.02,11.98,-21.41,0.06,1.00,61.0,4736,-55,944,4791,298,863,4438,,O,,,,,,,,,,,,,,,,
7875,IC0197,J020404.9+024713,1564,"I 197","02 04 04.9","+02 47 10",4,34.2,20.7,23.33,0.496,0.042,54,4,,2.473,0.016,12.79,0.03,12.47,-21.46,0.08,1.00,60.6,6046,1911,852,4137,1337,999,4711,41038,H,,,,"02 04 55.8","+02 31 36",6048,3,2,3,712,713,5336,621,773,5427,
7933,UGC01567,J020455.5+430918,1567,,"02 04 55.6","+43 09 17",5,44.7,31.1,22.20,0.832,0.003,120,2,*,,,13.70,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7941,ESO153-017,J020505.6-550643,21599,"153 G 17","02 05 02.1","-55 06 53",5,53.2,44.8,25.31,0.253,0.111,110,17,*,,,12.15,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7951,UGC01580,J020514.0+095531,1580,438-023,"02 05 13.9","+09 55 33",3,47.3,32.3,23.57,0.710,0.032,139,1,,2.665,0.008,12.65,0.02,12.23,-22.17,0.08,1.13,77.6,7491,899,1145,6592,1084,1302,6407,,H,,,,,,,,,,,,,,,,
7953,UGC01574,J020515.3+373802,1574,522-107,"02 05 15.3","+37 38 01",5,19.5,17.5,24.24,0.491,0.046,136,5,,2.338,0.058,14.77,0.05,14.43,-19.06,0.09,0.50,60.2,4948,,,,,,,,H,174.0,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
7960,UGC01576,J020514.9+300018,1576,,"02 05 14.9","+30 00 17",5,28.8,26.9,24.03,0.823,0.011,151,1,,2.204,0.010,15.28,0.06,14.67,-18.78,0.11,0.50,83.0,4980,533,1042,4328,-7,754,4868,40297,H,,,,"02 09 06.4","+29 57 51",4861,2,3,7,-482,628,5343,-249,438,5110,
7963,PGC007963,J020521.0+083134,120020,413-038,"02 05 21.0","+08 31 33",2,18.3,12.6,24.11,0.528,0.025,16,3,,2.481,0.015,14.25,0.03,13.85,-19.87,0.09,0.82,64.1,5487,-1517,1438,7004,-1321,1480,6808,,H,,,,,,,,,,,,,,,,
7966,UGC01584,J020526.7+131939,1584,M+206025,"02 05 26.7","+13 19 37",5,40.9,80.3,23.50,0.624,0.030,82,2,,2.489,0.008,13.72,0.09,13.17,-21.22,0.13,1.00,69.2,7258,1425,1225,6025,1516,1444,5934,40855,H,,,,"02 01 03.0","+13 54 43",7450,1,2,6,701,865,6749,756,1001,6694,
7967,UGC01577,J020526.6+311031,1577,504-007,"02 05 26.7","+31 10 30",4,56.9,69.0,23.84,0.257,0.100,83,24,,2.585,0.072,11.86,0.05,11.67,-21.85,0.08,1.02,42.5,5019,,,,,,,,H,338.2,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
7972,UGC01581,J020533.7+345251,1581,522-111,"02 05 33.6","+34 52 51",5,48.4,41.1,24.15,0.510,0.029,162,1,,2.560,0.009,12.64,0.04,12.26,-20.86,0.08,1.00,61.5,4170,,,,,,,,H,173.9,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
7986,ESO052-020,J020543.3-710653,21627,"52 G 20","02 05 43.5","-71 06 55",4,39.3,34.0,23.30,0.452,0.078,10,4,,2.560,0.035,13.01,0.04,12.77,-21.80,0.07,1.00,57.5,8102,1610,1472,6492,814,1537,7288,,O,,,,,,,,,,,,,,,,
8011,IC0198,J020603.1+091744,1592,"I 198","02 06 03.1","+09 17 44",3,31.1,22.3,24.67,0.438,0.030,50,3,,2.603,0.011,13.08,0.03,12.81,-22.03,0.07,1.08,57.6,8974,2089,1292,7035,2274,1444,6850,41237,H,,,,"02 02 18.1","+10 06 04",9124,2,3,4,1644,767,7480,1948,820,7176,
8026,IC0199,J020619.4+091339,1594,I1778,"02 06 19.4","+09 13 37",2,38.7,29.7,25.35,0.553,0.018,22,2,,2.685,0.008,12.99,0.03,12.67,-22.16,0.07,1.13,65.9,8950,1348,1325,7776,1745,1401,7379,41237,H,,,,"02 02 18.1","+10 06 04",9124,2,3,4,1644,767,7480,1948,820,7176,
8028,ESO298-008,J020616.4-413123,21616,"298 G  8","02 06 14.8","-41 31 18",4,50.4,44.3,24.43,0.645,0.021,129,2,,2.450,0.021,13.03,0.04,12.58,-21.02,0.10,1.00,70.5,5215,1187,874,4022,382,676,4827,30123,O,,,,"02 06 27.5","-41 20 23",5209,4,1,2,1187,874,4022,382,676,4827,
8031,ESO197-024,J020620.8-520141,21621,"197 G 24","02 06 20.9","-52 01 44",5,55.2,44.7,23.34,0.810,0.030,56,1,,2.504,0.013,13.45,0.04,12.77,-21.08,0.13,1.00,82.0,5755,515,1087,5300,119,905,5696,30122,O,,,,"02 05 26.6","-52 06 03",5815,11,2,3,-83,900,5898,-231,788,6046,
8049,ESO414-031,J020636.6-314640,21620,"414 G 31","02 06 37.0","-31 46 44",3,36.9,27.9,24.21,0.599,0.039,176,2,,2.685,0.028,13.29,0.04,13.06,-22.07,0.07,1.09,69.2,10452,178,2029,10274,859,1647,9593,,O,,,,,,,,,,,,,,,,
8056,UGC01600,J020636.8+013056,1600,M+006031,"02 06 36.7","+01 30 56",5,38.7,32.3,24.62,0.845,0.018,111,1,,2.529,0.007,14.37,0.04,13.57,-20.56,0.15,1.00,85.1,6550,-1774,1683,8391,-305,1693,6922,41052,H,,,,"02 07 31.5","+01 51 32",6617,6,1,3,-1774,1683,8391,-305,1692,6922,
8078,UGC01601,J020708.3+425757,1601,538-021,"02 07 08.3","+42 57 55",4,31.7,25.7,24.30,0.776,0.022,172,1,,2.398,0.012,14.23,0.03,13.51,-20.19,0.12,0.95,79.4,5366,344,1103,5096,198,953,5242,40274,H,,,,"02 06 00.2","+43 12 14",5440,5,1,5,344,1103,5096,198,953,5242,
8079,UGC01606,J020712.3+085841,1606,,"02 07 12.2","+08 58 40",5,21.4,23.5,23.83,0.210,0.060,10,7,,2.491,0.060,14.20,0.09,13.93,-20.55,0.11,1.00,38.2,7755,-871,2576,8626,481,2032,7274,,H,,,,,,,,,,,,,,,,
8101,IC0202,J020728.6+091006,1610,"I 202","02 07 28.5","+09 10 06",3,43.8,27.7,23.60,0.770,0.025,132,0,,2.633,0.006,13.40,0.03,12.77,-22.06,0.11,1.09,83.3,8832,1479,1376,7645,1834,1419,7290,41237,H,,,,"02 02 18.1","+10 06 04",9124,2,3,4,1644,767,7480,1948,820,7176,
8119,ESO081-003,J020742.6-655541,21649,"81 G  3","02 07 42.5","-65 55 41",4,33.8,22.3,23.89,0.669,0.009,150,1,,2.632,0.023,13.29,0.03,12.94,-21.61,0.07,1.00,72.1,8011,-1095,1767,9106,-566,1441,8577,,O,,,,,,,,,,,,,,,,
8159,ESO478-005,J020820.7-243251,21647,"478 G  5","02 08 20.5","-24 32 53",4,27.8,20.1,23.69,0.410,0.103,47,6,,2.633,0.048,13.24,0.02,13.07,-21.84,0.06,1.01,54.5,9414,-246,2405,9660,736,2617,8678,,O,,,,,,,,,,,,,,,,
8165,NGC0820,J020825.0+142058,1629,"N 820","02 08 25.0","+14 20 57",3,40.6,25.0,23.73,0.350,0.035,65,2,,2.630,0.018,11.84,0.03,11.62,-21.66,0.06,1.00,50.9,4152,11,837,4490,-48,808,4549,40082,H,,,,"01 58 15.0","+16 48 39",4501,1,4,13,238,462,4263,129,526,4372,
8167,IC0208,J020827.7+062341,1635,"I 208","02 08 27.7","+06 23 40",3,45.7,38.1,23.50,0.104,0.041,153,13,,2.380,0.084,12.32,0.05,12.18,-20.32,0.06,1.00,26.9,3250,532,983,2609,462,1266,2679,40119,H,,,,"02 08 19.3","+06 37 16",3141,1,5,11,-865,399,4006,-1142,443,4283,
8171,PGC008171,J020830.9+185943,120052,461-050,"02 08 30.5","+18 59 51",5,24.6,17.2,24.05,0.666,0.019,112,2,,2.458,0.009,14.07,0.02,13.33,-20.16,0.12,0.94,71.9,4939,-887,1202,5826,-641,1414,5580,,H,,,,,,,,,,,,,,,,
8173,NGC0825,J020832.4+061926,1636,"N 825","02 08 32.3","+06 19 24",1,50.9,30.9,24.06,0.514,0.042,51,1,,2.699,0.012,11.94,0.03,11.68,-20.82,0.06,1.00,63.1,3130,-2050,884,5191,-2136,909,5277,40119,H,,,,"02 08 19.3","+06 37 16",3141,1,5,11,-865,399,4006,-1142,443,4283,
8185,NGC0818,J020844.5+384638,1633,"N 818","02 08 44.6","+38 46 37",4,76.9,49.9,24.23,0.596,0.032,113,1,,2.670,0.010,11.40,0.04,11.08,-21.95,0.07,1.05,67.3,4013,,,,,,,,H,246.6,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
8195,NGC0852,J020855.4-564413,21660,"N 852","02 08 54.4","-56 44 14",5,36.2,27.1,24.55,0.153,0.062,83,12,*,,,12.50,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8196,NGC0827,J020856.2+075817,1640,"N 827","02 08 56.2","+07 58 15",3,52.5,36.3,25.06,0.592,0.052,81,1,,2.571,0.011,11.92,0.03,11.59,-20.91,0.07,1.00,68.7,3198,-514,687,3655,-661,778,3802,40119,H,,,,"02 08 19.3","+06 37 16",3141,1,5,11,-865,399,4006,-1142,443,4283,
8199,UGC01634,J020857.3+471312,1634,553-001,"02 08 57.3","+47 13 10",5,53.4,52.3,23.97,0.052,0.027,60,10,*,,,11.85,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8205,UGC01647,J020902.3+060930,1647,,"02 09 02.2","+06 09 30",5,20.7,24.9,24.07,0.668,0.039,24,4,,2.188,0.014,15.47,0.12,15.08,-17.42,0.14,0.50,72.1,3053,-1786,1225,4927,-2148,1196,5289,40119,H,,,,"02 08 19.3","+06 37 16",3141,1,5,11,-865,399,4006,-1142,443,4283,
8223,ESO478-006,J020918.2-232456,21656,"478 G  6","02 09 18.2","-23 24 55",5,51.0,33.3,24.27,0.395,0.015,27,87,,2.660,0.007,11.68,0.03,11.52,-22.04,0.06,1.08,53.4,5112,-152,906,5264,252,942,4860,,H,,,,,,,,,,,,,,,,
8232,IC0210,J020928.3-094048,420030,"I 210","02 09 28.2","-09 40 46",4,78.5,51.4,22.77,0.778,0.042,65,1,,2.435,0.007,11.65,0.02,11.01,-20.13,0.12,0.93,79.5,1681,-168,387,1854,-200,501,1886,30124,H,,,,"02 07 38.8","-09 45 59",1686,2,2,4,-7,271,1693,37,329,1649,897
8260,UGC01658,J020954.0+105740,1658,438-034,"02 09 54.0","+10 57 38",3,30.0,22.9,24.15,0.607,0.035,92,1,,2.408,0.010,13.72,0.03,13.23,-19.96,0.10,0.86,69.8,4313,-312,978,4625,-553,1090,4866,,H,,,,,,,,,,,,,,,,
8266,UGC01659,J020956.9+160158,1659,461-054,"02 09 56.9","+16 01 57",5,47.7,35.9,23.72,0.591,0.024,38,2,,2.635,0.009,12.85,0.03,12.48,-22.06,0.07,1.09,67.0,7975,526,1319,7449,681,1619,7294,,H,,,,,,,,,,,,,,,,
8268,PGC008268,J020956.5+381042,120062,522-119,"02 09 56.4","+38 10 42",5,27.0,18.6,23.29,0.736,0.086,166,1,,2.459,0.025,13.90,0.02,13.28,-20.37,0.11,1.00,76.6,5315,,,,,,,,H,238.3,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
8279,IC1783,J021006.1-325625,21668,I1783,"02 10 06.5","-32 56 28",3,54.8,34.2,24.90,0.536,0.048,3,1,,2.622,0.019,11.47,0.03,11.27,-21.23,0.06,1.00,64.7,3156,-582,707,3738,-1160,629,4316,,O,,,,,,,,,,,,,,,,
8281,UGC01663,J021008.9+073845,1663,413-051,"02 10 08.8","+07 38 42",5,34.3,29.1,23.73,0.453,0.026,9,1,,2.362,0.015,13.52,0.05,13.19,-19.31,0.09,0.59,57.6,3170,-731,854,3872,-1097,966,4238,40119,H,,,,"02 08 19.3","+06 37 16",3141,1,5,11,-865,399,4006,-1142,443,4283,
8293,NGC0840,J021016.2+075043,1664,"N 840","02 10 16.2","+07 50 41",3,51.9,40.6,23.60,0.471,0.023,74,4,,2.682,0.008,12.24,0.05,11.99,-22.29,0.08,1.17,60.0,7005,844,1066,6231,981,1269,6094,41183,H,,,,"02 07 16.2","+07 52 45",7075,1,1,3,844,1066,6231,981,1269,6094,
8295,PGC008295,J021015.7-094216,420037,M-206035,"02 10 14.6","-09 42 34",5,65.5,56.9,24.18,0.743,0.041,36,2,,2.176,0.017,13.05,0.06,12.63,-18.51,0.10,0.50,77.1,1756,150,382,1536,244,436,1442,30124,H,,,,"02 07 38.8","-09 45 59",1686,2,2,4,-7,271,1693,37,329,1649,897
8297,NGC0837,J021016.2-222552,21669,"N 837","02 10 15.9","-22 25 46",3,29.3,19.7,23.58,0.560,0.022,12,1,,2.534,0.017,13.11,0.03,12.86,-20.80,0.07,1.00,66.4,5357,-477,1161,5834,-422,1525,5779,,O,,,,,,,,,,,,,,,,
8301,UGC01660,J021018.4+383536,1660,522-126,"02 10 18.6","+38 35 36",5,26.8,30.1,23.76,0.331,0.050,25,7,,2.422,0.031,13.85,0.09,13.58,-20.67,0.12,1.00,48.6,7007,1273,1363,5723,1474,1094,5522,41358,H,,,,"02 10 44.9","+38 40 29",6996,4,2,2,804,1070,6192,1269,943,5727,
8320,ESO298-015,J021038.9-405504,21674,"298 G 15","02 10 38.5","-40 55 04",3,58.4,59.6,24.53,0.623,0.032,58,2,*,,,12.91,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325,ESO478-011,J021039.7-223908,21671,"478 G 11","02 10 39.7","-22 39 05",5,34.1,32.0,23.99,0.822,0.010,6,0,,2.384,0.005,14.78,0.05,14.10,-19.42,0.14,0.63,83.0,5002,-1346,1380,6348,-1808,1622,6810,,H,,,,,,,,,,,,,,,,
8326,ESO030-009,J021040.1-750214,21700,"30 G  9","02 10 40.8","-75 02 19",5,80.8,51.9,24.18,0.757,0.024,135,1,,2.802,0.017,12.08,0.03,11.51,-23.07,0.10,1.30,78.0,8111,-576,1458,8687,152,1093,7959,,O,,,,,,,,,,,,,,,,
8341,ESO298-016,J021054.6-392157,21677,"298 G 16","02 10 54.1","-39 21 54",3,64.4,40.1,25.30,0.673,0.040,53,1,,2.768,0.024,11.48,0.04,11.20,-22.35,0.07,1.19,74.7,5054,-644,1027,5718,-167,736,5241,30133,O,,,,"02 11 55.9","-39 21 56",5074,18,1,3,-643,1027,5717,-167,736,5241,
8350,PGC008350,J021059.2+324348,120080,504-025,"02 10 59.2","+32 43 48",4,33.4,22.2,23.21,0.790,0.029,74,1,*,,,14.06,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8351,UGC01673,J021059.8+374926,1673,522-129,"02 10 59.7","+37 49 26",3,33.9,25.4,24.20,0.660,0.048,73,1,,2.405,0.015,13.37,0.03,12.82,-20.30,0.10,1.00,73.7,4129,,,,,,,,H,240.1,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
8352,NGC0834,J021101.3+373959,1672,"N 834","02 11 01.4","+37 39 59",3,39.3,23.1,23.62,0.490,0.019,21,2,,2.561,0.014,12.01,0.03,11.65,-21.61,0.07,1.00,61.4,4367,,,,,,,,H,236.8,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
8355,PGC008355,J021102.8+171200,120082,461-057,"02 11 02.7","+17 12 00",5,22.1,18.7,23.72,0.573,0.061,43,6,,2.230,0.030,14.63,0.05,14.18,-18.88,0.09,0.50,65.8,4051,263,977,3788,-174,961,4225,,H,,,,,,,,,,,,,,,,
8365,UGC01674,J021111.0+384527,1674,522-130,"02 11 11.0","+38 45 27",5,26.0,32.0,23.17,0.262,0.045,67,3,,2.468,0.039,13.80,0.10,13.58,-20.67,0.13,1.00,42.9,6978,220,1702,6776,949,1711,6047,41358,H,,,,"02 10 44.9","+38 40 29",6996,4,2,2,804,1070,6192,1269,943,5727,
8372,NGC0841,J021117.3+372950,1676,"N 841","02 11 17.5","+37 29 48",2,72.5,39.9,22.73,0.498,0.021,132,1,,2.631,0.009,11.29,0.03,10.73,-22.60,0.06,1.28,62.0,4311,,,,,,,,H,236.4,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
8379,UGC01683,J021125.3+155355,1683,"FGC 257","02 11 25.3","+15 53 55",4,28.4,23.6,24.20,0.797,0.006,3,2,,2.481,0.015,14.79,0.04,13.93,-20.52,0.14,1.00,81.0,7548,-678,1768,8365,-401,1789,8088,40652,H,,,,"02 09 21.8","+16 09 11",7687,3,1,4,-677,1767,8364,-401,1789,8088,
8388,NGC0854,J021130.8-355006,21685,"N 854","02 11 30.6","-35 50 13",3,55.2,36.2,23.72,0.557,0.035,0,2,,2.653,0.022,12.05,0.03,11.85,-22.07,0.06,1.09,66.2,6007,670,1009,5337,741,764,5266,,O,,,,,,,,,,,,,,,,
8393,UGC01682,J021134.8+313035,1682,504-026,"02 11 35.0","+31 30 32",5,39.9,34.5,23.83,0.609,0.022,103,2,,2.354,0.009,13.47,0.05,12.96,-20.45,0.10,1.00,68.2,4739,,,,,,,,H,364.2,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
8400,PGC008400,J021143.9-062924,420042,M-106067,"02 11 44.0","-06 29 25",4,27.6,22.0,24.13,0.745,0.009,145,1,,2.389,0.008,14.40,0.03,13.83,-19.58,0.11,0.70,77.2,4786,-967,1233,5753,-521,1054,5307,,H,,,,,,,,,,,,,,,,
8402,ESO544-021,J021146.4-195522,21688,"544 G 21","02 11 46.5","-19 55 19",3,32.7,22.9,25.02,0.695,0.031,10,2,,2.474,0.020,13.61,0.03,13.19,-19.89,0.10,0.83,76.4,4109,-1511,1195,5620,-1385,1552,5494,,O,,,,,,,,,,,,,,,,
8404,ESO544-020,J021146.3-181558,21687,"544 G 20","02 11 48.1","-18 16 11",5,38.4,37.5,23.96,0.676,0.019,122,1,,2.396,0.010,13.98,0.06,13.49,-19.93,0.11,0.85,72.6,4791,-237,1078,5028,62,956,4729,,H,,,,,,,,,,,,,,,,
8415,ESO544-023,J021156.3-202234,21690,"544 G 23","02 11 56.2","-20 22 31",3,32.5,22.3,24.41,0.493,0.061,0,2,,2.678,0.025,12.80,0.03,12.61,-22.21,0.06,1.14,61.6,9073,903,1566,8170,905,1862,8168,,O,,,,,,,,,,,,,,,,
