pgc,Name,J2000,UGC/AGC,Alt_Name,RAJ,DeJ,Ty,r23.5,r83L,mu_out,ell,e_ell,PA,e_PA,tf,Wtf,e_Wtf,m_obs,e_m,m_c,M_I,e_MI,gamma,inc,Vcmb,Vpec,e_Vp,Dist,Vp_b,e_Vpb,D_bias,Gp_ID,O/H,Theta,Cluster,mem,RAJg,DeJg,Vcmbg,e_Vg,Ng,Na,Vpg,e_Vpg,Dg,Vpg_b,e_Vpgb,Dg_b,Int_ID
36431,UGC06686,J114322.7+162906,6686,097-081,"11 43 22.6","+16 29 07",3,,,,,,,,,2.589,0.022,12.74,,12.08,-22.17,0.15,1.13,90.0,6881,,,,,,,,H,201.9,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36436,IC2951,J114324.5+194459,6688,I2951,"11 43 24.6","+19 44 57",1,53.3,39.8,23.26,0.544,0.013,80,2,*,,,12.28,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36441,NGC3833,J114329.0+100943,6692,N3833,"11 43 28.9","+10 09 40",5,41.6,32.3,23.97,0.492,0.053,32,2,,2.628,0.016,12.69,0.03,12.39,-21.68,0.07,1.00,60.3,6409,-547,1297,7015,74,858,6394,40383,H,,,,"11 43 22.2","+10 12 32",6468,2,3,6,632,608,5836,730,528,5738,
36450,IC0724,J114334.7+085633,6695,"I 724","11 43 34.7","+08 56 30",1,83.0,63.2,23.76,0.621,0.095,58,2,,2.721,0.020,11.30,0.02,11.04,-23.03,0.06,1.30,70.8,6317,2323,738,4145,2342,944,4126,40383,H,,,,"11 43 22.2","+10 12 32",6468,2,3,6,632,608,5836,730,528,5738,
36457,PGC036457,J114346.7+200221,210667,097-086,"11 43 46.6","+20 02 20",3,19.6,12.6,24.79,0.553,0.057,66,1,*,,,13.74,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36458,PGC036458,J114344.0+201622,210666,127-040,"11 43 44.0","+20 16 19",2,29.7,18.5,23.62,0.625,0.029,40,1,,2.532,0.039,13.11,0.03,12.48,-21.72,0.08,1.00,71.1,7220,,,,,,,,O,28.1,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36465,PGC036465,J114359.6+194644,210676,097-088,"11 43 59.5","+19 46 45",3,22.6,13.6,24.44,0.475,0.012,18,2,*,,,13.47,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36466,UGC06697,J114349.1+195806,6697,097-087,"11 43 48.8","+19 58 07",3,48.6,32.3,23.84,0.787,0.046,135,1,,2.703,0.021,12.80,0.03,12.18,-22.16,0.12,1.13,85.7,7050,,,,,,,,H,12.3,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36475,NGC3839,J114354.3+104705,6700,N3839,"11 43 54.3","+10 47 04",3,35.5,21.4,22.93,0.435,0.038,83,2,,2.500,0.023,12.49,0.03,12.24,-21.76,0.08,1.00,57.4,6239,2326,828,3913,2430,1110,3809,,O,,,,,,,,,,,,,,,,
36477,NGC3840,J114358.9+200437,6702,N3840,"11 43 58.9","+20 04 35",4,33.3,24.9,23.21,0.254,0.028,66,7,,2.543,0.022,12.85,0.04,12.72,-21.45,0.07,1.00,42.2,7693,,,,,,,,H,16.0,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36480,PGC036480,J114403.2+194804,210677,097-094,"11 44 03.1","+19 48 02",-2,18.3,13.3,24.26,0.324,0.084,97,10,*,,,13.96,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36481,NGC3844,J114400.8+200146,6705,N3844,"11 44 00.8","+20 01 44",0,40.7,24.2,23.62,0.694,0.029,29,1,*,,,12.71,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36486,PGC036486,J114401.9+194704,210681,097-093,"11 44 01.9","+19 47 03",3,25.3,22.7,23.80,0.531,0.039,142,1,,2.345,0.149,14.32,0.07,13.94,-20.08,0.09,0.91,64.3,5205,,,,,,,,O,7.3,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36493,NGC3835,J114404.9+600711,6703,N3835,"11 44 04.7","+60 07 10",2,65.6,40.5,24.15,0.677,0.016,59,1,,2.585,0.010,11.53,0.03,11.24,-20.84,0.07,1.00,75.0,2593,-360,545,2953,-248,586,2841,,H,,,,,,,,,,,,,,,,
36494,PGC036494,J114407.6+194415,210688,097-099,"11 44 07.6","+19 44 15",-2,22.5,18.8,23.58,0.097,0.035,24,2,*,,,13.47,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36502,PGC036259,J114420.7+194933,210695,097-105,"11 44 20.2","+19 49 44",-2,27.6,20.8,23.44,0.299,0.027,117,5,*,,,13.14,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36503,PGC036503,J114418.9+195041,210694,097-101,"11 44 18.9","+19 50 41",3,29.1,21.8,24.20,0.213,0.082,152,21,*,,,12.77,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36510,PGC036510,J114425.1+194941,210703,097-110,"11 44 25.1","+19 49 41",-2,24.4,16.3,24.53,0.509,0.013,163,2,*,,,13.59,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36531,ESO440-001,J114425.9-282744,28058,"440 G  1","11 44 26.0","-28 27 50",3,31.7,28.2,24.00,0.487,0.012,53,1,,2.622,0.016,13.64,0.04,13.35,-21.44,0.07,1.00,61.2,8950,-675,1790,9625,64,1667,8886,,O,,,,,,,,,,,,,,,,
36536,IC0727,J114428.6+104702,6715,"I 727","11 44 28.6","+10 46 00",3,51.9,30.4,23.44,0.775,0.029,159,1,,2.725,0.018,12.73,0.02,12.16,-21.92,0.11,1.04,84.0,6429,-1281,1386,7749,-166,952,6634,40383,O,,,,"11 43 22.2","+10 12 32",6468,2,3,6,632,608,5836,730,528,5738,
36544,PGC036544,J114430.6+200436,210708,097-112,"11 44 30.5","+20 04 35",2,28.7,16.0,24.59,0.561,0.042,157,1,*,,,12.92,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36565,PGC036565,J114447.8+194624,210718,097-114,"11 44 47.7","+19 46 24",1,14.7,11.5,24.29,0.198,0.018,15,6,*,,,14.56,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36566,PGC036566,J114446.6+194529,210717,097-113,"11 44 46.5","+19 45 28",-2,14.4,8.3,24.58,0.340,0.037,60,3,*,,,14.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36567,PGC036567,J114447.4+195235,210724,097-115,"11 44 47.3","+19 52 35",3,23.0,13.8,23.07,0.518,0.009,11,1,*,,,13.57,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36574,UGC06719,J114447.0+200730,6719,097-121,"11 44 47.0","+20 07 29",2,36.3,26.4,23.92,0.241,0.026,44,9,,2.762,0.022,12.46,0.05,12.04,-22.37,0.07,1.20,41.6,6895,,,,,,,,H,17.6,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36577,NGC3860,J114449.2+194743,6718,N3860,"11 44 49.1","+19 47 40",3,41.6,30.7,23.67,0.401,0.042,42,2,,2.678,0.086,12.28,0.04,12.03,-22.30,0.06,1.18,54.8,6272,,,,,,,,O,5.3,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36580,IC0728,J114450.4-013604,6720,"I 728","11 44 50.4","-01 36 05",3,39.4,36.6,23.21,0.418,0.092,25,8,,2.653,0.039,12.78,0.03,12.63,-22.14,0.06,1.12,56.1,8898,1236,1705,7607,2181,1494,6662,41495,O,,,,"11 45 45.0","-01 47 54",8843,21,1,2,1236,1704,7607,2181,1494,6662,
36582,NGC3859,J114452.3+192715,6721,N3859,"11 44 52.3","+19 27 13",3,39.0,25.2,23.85,0.669,0.024,59,2,,2.605,0.010,13.05,0.04,12.66,-21.60,0.08,1.00,74.4,5794,,,,,,,,H,23.7,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36589,PGC036589,J114454.9+194635,210727,097-125,"11 44 54.7","+19 46 43",3,28.1,29.7,23.98,0.241,0.039,81,5,*,,,13.32,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36604,NGC3861,J114503.9+195825,6724,N3861,"11 45 03.9","+19 58 23",3,74.2,54.6,23.29,0.437,0.039,70,4,,2.720,0.014,11.54,0.05,11.26,-23.11,0.07,1.30,57.5,5410,,,,,,,,H,11.4,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36607,NGC3863,J114505.6+082810,6722,N3863,"11 45 05.5","+08 28 09",4,78.8,53.2,23.69,0.759,0.040,75,2,,2.679,0.005,11.72,0.02,11.21,-22.23,0.10,1.15,78.2,4842,-60,845,4902,-350,1006,5192,,H,,,,,,,,,,,,,,,,
36608,PGC036608,J114505.7+212442,210738,127-046,"11 45 05.5","+21 24 41",3,26.7,19.0,24.17,0.507,0.007,121,3,,2.387,0.026,13.78,0.03,13.50,-21.08,0.09,1.00,62.6,8151,3269,1132,4882,2699,1473,5452,,H,,,,,,,,,,,,,,,,
36610,PGC036610,J114507.0+195801,210736,M+330094,"11 45 06.9","+19 58 00",3,28.1,16.6,21.66,0.618,0.026,106,2,*,,,13.92,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36620,NGC3864,J114515.7+192332,210743,N3864,"11 45 15.6","+19 23 31",3,24.8,17.6,24.33,0.267,0.027,82,3,*,,,13.40,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36638,NGC3868,J114529.9+192640,210750,N3868,"11 45 29.9","+19 26 40",-2,29.0,17.9,23.61,0.465,0.090,82,3,*,,,12.80,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36643,PGC036643,J114526.2-100610,510143,UA245,"11 45 26.1","-10 06 09",6,56.6,49.1,23.66,0.623,0.063,138,1,*,,,12.66,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36644,NGC3876,J114526.7+090939,6730,N3876,"11 45 26.7","+09 09 38",2,47.2,28.8,22.78,0.405,0.058,104,7,*,,,12.38,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36659,UGC06734,J114535.9+090705,6734,068-057,"11 45 35.8","+09 07 04",3,38.7,27.1,24.00,0.675,0.024,34,1,,2.582,0.006,13.22,0.02,12.91,-21.25,0.07,1.00,74.8,6619,-216,1264,6906,214,912,6476,40801,H,,,,"11 43 01.1","+09 52 07",6690,4,1,3,-215,1264,6905,214,912,6476,
36660,NGC3850,J114535.7+555313,6733,N3850,"11 45 35.3","+55 53 11",5,72.2,87.0,23.67,0.552,0.028,119,5,,2.262,0.066,12.24,0.10,11.96,-18.24,0.12,0.50,64.4,1331,,,,,,,,H,448.3,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
36664,ESO440-004,J114541.9-282201,28071,"440 G  4","11 45 41.2","-28 22 03",6,35.3,58.6,23.88,0.280,0.087,97,14,,2.360,0.059,13.40,0.23,13.11,-18.56,0.24,0.50,45.1,2185,-1564,1200,3709,-1002,1369,3147,30590,H,,,,"11 49 13.2","-28 17 40",2145,2,3,14,224,285,1921,318,324,1827,417
36671,UGC06736,J114546.1+030147,6736,040-041,"11 45 46.1","+03 01 45",5,37.4,29.5,23.78,0.715,0.022,178,4,,2.483,0.010,13.78,0.04,13.26,-20.78,0.11,1.00,75.2,6352,188,1248,6164,275,862,6077,,H,,,,,,,,,,,,,,,,
36672,PGC036672,J114544.7+200152,210757,097-138,"11 45 44.4","+20 01 53",6,21.4,18.2,23.30,0.224,0.066,118,20,*,,,14.30,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36683,PGC036683,J114548.9+203743,210758,127-049,"11 45 48.8","+20 37 42",2,31.6,21.7,23.26,0.627,0.018,67,2,,2.461,0.031,13.65,0.04,12.97,-21.15,0.10,1.00,71.3,7384,,,,,,,,H,50.9,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36699,NGC3877,J114607.8+472941,6745,N3877,"11 46 07.7","+47 29 41",5,167.3,114.1,24.04,0.761,0.043,37,1,,2.537,0.011,9.95,0.03,9.41,-20.80,0.10,1.00,78.3,1105,,,,,,,,H,124.2,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
36706,NGC3884,J114612.2+202330,6746,N3884,"11 46 12.2","+20 23 28",1,64.6,54.1,24.84,0.279,0.041,14,5,,2.798,0.028,11.38,0.03,10.95,-23.48,0.06,1.30,45.0,7269,,,,,,,,H,41.0,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36744,PGC036744,J114653.2-142906,510300,M-230029,"11 46 50.5","-14 28 02",6,25.1,22.4,24.56,0.403,0.044,95,7,,2.378,0.036,14.02,0.05,13.73,-19.72,0.09,0.76,55.0,4873,-409,1321,5282,-473,1098,5346,,O,,,,,,,,,,,,,,,,
36778,PGC036778,J114728.3+180313,210789,097-151,"11 47 28.0","+18 03 12",3,21.1,12.3,24.20,0.740,0.014,26,2,,2.547,0.009,14.29,0.02,13.64,-20.57,0.12,1.00,90.0,6185,,,,,,,,H,115.1,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36779,PGC036779,J114739.3+195622,210791,097-152,"11 47 39.3","+19 56 21",4,30.7,21.0,24.98,0.630,0.017,129,4,,2.592,0.007,13.32,0.03,12.98,-21.18,0.07,1.00,69.6,6490,,,,,,,,H,45.0,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36816,PGC036816,J114803.4+200023,210795,097-155,"11 48 03.3","+20 00 22",3,30.9,20.8,23.71,0.218,0.072,45,10,,2.684,0.111,12.63,0.03,12.41,-21.92,0.05,1.04,39.5,7533,,,,,,,,O,51.3,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36832,NGC3891,J114803.3+302134,6772,N3891,"11 48 03.3","+30 21 34",4,52.8,37.4,24.54,0.285,0.038,74,5,,2.743,0.025,11.66,0.04,11.50,-22.61,0.07,1.28,44.8,6576,-448,1291,7024,-273,1242,6849,,H,,,,,,,,,,,,,,,,
36856,CGCG127-056,J114827.5+210923,210803,127-056,"11 48 27.8","+21 09 18",3,,,,,,,,,2.545,0.013,13.57,,13.09,-21.12,0.13,1.00,78.0,7134,,,,,,,,H,96.7,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36864,ESO378-022,J114829.2-341700,28097,"378 G 22","11 48 29.2","-34 17 04",3,22.1,16.6,24.21,0.474,0.031,85,1,,2.513,0.025,14.09,0.04,13.75,-20.68,0.08,1.00,60.2,7567,-582,1736,8149,-737,1535,8304,,O,,,,,,,,,,,,,,,,
36865,ESO378-021,J114828.9-330506,28098,"378 G 21","11 48 29.3","-33 05 10",3,29.0,21.2,24.36,0.470,0.039,97,3,,2.616,0.025,13.47,0.04,13.18,-21.50,0.07,1.00,59.9,8514,-215,1740,8729,119,1518,8395,,O,,,,,,,,,,,,,,,,
36875,NGC3893,J114838.4+484234,6778,N3893,"11 48 38.3","+48 42 34",5,,,,,,,,,2.550,0.034,9.65,,9.46,-20.74,0.12,1.00,54.0,1171,,,,,,,,H,79.0,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
36887,UGC06780,J114850.4-020156,6780,012-088,"11 48 50.4","-02 01 57",5,56.7,116.7,24.19,0.647,0.028,167,2,,2.336,0.008,13.14,0.10,12.63,-18.98,0.18,0.50,70.7,2091,-648,632,2739,-154,754,2245,,H,,,,,,,,,,,,,,,,
36914,NGC3900,J114909.4+270119,6786,N3900,"11 49 09.4","+27 01 19",1,98.3,66.3,24.16,0.446,0.014,2,2,,2.681,0.006,10.41,0.03,10.23,-21.42,0.06,1.00,58.2,2101,-391,423,2509,-417,625,2535,40333,H,,,,"11 49 32.5","+26 44 51",2118,1,2,3,-341,334,2459,-446,503,2564,173
36923,NGC3902,J114918.8+260717,6790,N3902,"11 49 18.8","+26 07 18",4,37.5,27.5,24.18,0.283,0.043,86,6,,2.522,0.028,12.47,0.03,12.33,-20.65,0.07,1.00,44.7,3904,-739,1010,4657,-874,1283,4792,40239,H,,,,"11 52 03.5","+25 36 43",3918,2,1,6,-739,1009,4657,-874,1283,4792,
36928,NGC3907B,J114923.1-010503,6793,N3907b,"11 49 23.3","-01 05 01",3,40.5,30.0,24.71,0.732,0.060,15,0,,2.682,0.025,12.79,0.03,12.42,-21.69,0.09,1.00,79.5,6555,-1055,1470,7610,-46,1372,6601,,O,,,,,,,,,,,,,,,,
36930,UGC06792,J114923.3+394617,6792,214-029,"11 49 23.2","+39 46 16",5,65.1,58.1,23.86,0.788,0.016,172,1,,2.190,0.016,13.08,0.05,12.61,-17.59,0.10,0.50,80.3,1097,,,,,,,,H,535.6,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
36932,UGC06791,J114923.6+264428,6791,157-039,"11 49 23.5","+26 44 27",5,54.2,40.4,23.55,0.776,0.004,0,0,,2.301,0.006,13.16,0.03,12.62,-19.02,0.10,0.50,79.4,2156,-278,537,2396,-485,826,2603,40333,H,,,,"11 49 32.5","+26 44 51",2118,1,2,3,-341,334,2459,-446,503,2564,173
36935,ESO320-024,J114926.0-384933,28109,"320 G 24","11 49 25.9","-38 49 27",5,37.7,30.7,24.23,0.327,0.076,7,4,,2.306,0.071,12.81,0.04,12.47,-20.07,0.09,0.90,48.2,3293,,,,,,,,O,471.6,N3557,g,"11 10 07.8","-37 24 08",3318,,7,14,227,167,3091,281,160,3037,514
36939,PGC036939,J114930.3+210237,210816,127-062,"11 49 30.2","+21 02 29",3,24.6,16.8,24.66,0.557,0.065,176,1,*,,,13.41,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36943,ESO378-026,J114929.8-343509,28111,"378 G 26","11 49 30.3","-34 35 10",3,27.7,19.1,23.53,0.655,0.007,40,0,,2.556,0.021,13.81,0.02,13.38,-21.35,0.08,1.00,73.3,8730,805,1602,7925,615,1523,8115,,O,,,,,,,,,,,,,,,,
36964,ESO320-026,J114950.2-384704,28116,"320 G 26","11 49 50.0","-38 46 40",3,84.0,53.3,24.89,0.626,0.023,163,2,,2.676,0.022,10.97,0.03,10.45,-22.26,0.08,1.16,71.2,3119,,,,,,,,O,475.9,N3557,g,"11 10 07.8","-37 24 08",3318,,7,14,227,167,3091,281,160,3037,514
36973,UGC06802,J115006.8+515120,6802,M+919209,"11 50 06.6","+51 51 20",5,53.5,48.3,24.16,0.804,0.008,159,1,,2.152,0.015,13.71,0.03,13.24,-16.97,0.09,0.50,81.5,1436,,,,,,,,H,204.7,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
36988,UGC06804,J115012.2+065954,6804,040-048,"11 50 12.3","+06 59 53",5,49.2,39.8,23.46,0.855,0.025,104,1,,2.455,0.004,14.09,0.04,13.29,-20.77,0.15,1.00,86.3,6349,763,1180,5643,474,929,5932,40700,H,,,,"11 50 41.5","+06 05 56",6406,2,2,4,656,847,5750,494,670,5912,
36998,PGC036998,J115020.5-024840,510165,012-102,"11 50 20.5","-02 48 34",2,40.1,28.1,24.14,0.542,0.027,130,2,,2.629,0.021,12.83,0.04,12.63,-22.02,0.07,1.08,65.1,8375,1999,1221,6376,2508,973,5867,,O,,,,,,,,,,,,,,,,
37004,UGC06808,J115018.1+351515,6808,,"11 50 18.1","+35 15 14",5,25.9,22.2,24.62,0.791,0.011,137,1,*,,,14.85,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37014,NGC3914,J115032.6+063403,6809,N3914,"11 50 32.7","+06 34 02",3,38.9,26.3,23.74,0.430,0.049,40,4,,2.649,0.032,12.23,0.03,12.08,-21.98,0.06,1.06,57.0,6465,547,1217,5859,515,968,5891,40700,O,,,,"11 50 41.5","+06 05 56",6406,2,2,4,656,847,5750,494,670,5912,
37036,NGC3917,J115045.5+514927,6815,N3917,"11 50 45.5","+51 49 28",5,163.7,113.7,22.97,0.762,0.012,77,1,,2.438,0.004,10.69,0.02,10.08,-20.13,0.12,0.93,78.4,1151,,,,,,,,H,201.1,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
37049,UGC06820,J115051.5+202949,6820,127-070,"11 50 51.5","+20 29 47",0,38.2,24.7,23.44,0.647,0.016,137,1,*,,,12.93,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37052,UGC06821,J115101.1+202357,6821,127-072,"11 51 01.1","+20 23 55",5,,,,,,,,,2.568,0.038,12.59,,12.40,-21.77,0.12,1.00,44.0,6760,,,,,,,,H,97.9,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
37054,PGC037054,J115056.9+211150,211029,A1367-A1,"11 50 57.0","+21 11 39",5,32.9,23.6,23.38,0.804,0.010,97,4,,2.575,0.027,14.30,0.03,13.60,-21.13,0.12,1.00,81.5,8701,-1330,2143,10031,516,2240,8185,,O,,,,,,,,,,,,,,,,
37056,IC0742,J115102.2+204759,6822,"I 742","11 51 02.3","+20 47 57",2,35.8,31.1,23.46,0.237,0.187,124,6,*,,,12.72,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37073,NGC3931,J115113.4+520003,6825,N3931,"11 51 13.6","+52 00 01",-5,40.2,29.9,24.60,0.202,0.019,156,3,*,,,12.22,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37132,NGC3930,J115145.8+380054,6833,N3930,"11 51 45.8","+38 00 51",5,98.8,99.5,23.90,0.363,0.100,33,5,,2.265,0.047,11.19,0.09,11.01,-19.33,0.11,0.60,51.0,1175,,,,,,,,H,637.6,"Ursa Major",g,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
37143,UGC06837,J115152.5+183246,6837,097-164,"11 51 52.5","+18 32 45",5,,,,,,,,,2.519,0.026,14.58,,13.90,-20.26,0.16,0.98,81.2,6302,,,,,,,,H,130.2,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
37153,CGCG127-082,J115159.8+210630,210859,127-082,"11 52 00.1","+21 06 35",3,,,,,,,,,2.486,0.041,13.02,,12.71,-21.44,0.12,1.00,48.0,6974,,,,,,,,H,130.2,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
37156,NGC3933,J115202.0+164835,6839,N3933,"11 52 02.1","+16 48 32",3,,,,,,,,,2.465,0.034,12.41,,12.07,-20.67,0.13,1.00,64.0,4070,252,783,3266,174,1017,3344,40535,H,,,,"11 47 19.0","+12 54 58",3518,1,1,8,252,783,3266,174,1016,3344,
37178,NGC3936,J115220.5-265421,28144,N3936,"11 52 20.5","-26 54 14",5,121.1,90.5,23.81,0.781,0.033,63,1,,2.462,0.004,11.03,0.03,10.29,-21.37,0.13,1.00,79.8,2364,672,302,1473,654,335,1491,30590,H,,,,"11 49 13.2","-28 17 40",2145,2,3,14,224,285,1921,318,324,1827,417
37236,UGC06858,J115258.3+611258,6858,292-041,"11 52 58.3","+61 12 56",5,36.9,40.1,23.19,0.448,0.060,20,3,,2.384,0.023,13.31,0.09,12.96,-19.69,0.12,0.75,57.2,3274,-407,869,3775,-406,1032,3774,40277,H,,,,"11 52 05.1","+59 23 05",3368,2,1,5,-407,869,3775,-406,1032,3774,
37243,ESO379-006,J115303.2-363820,28152,"379 G  6","11 53 03.9","-36 38 17",5,93.2,59.0,22.49,0.845,0.009,68,0,,2.530,0.007,11.99,0.03,11.09,-21.49,0.15,1.00,85.1,3266,555,543,2711,572,546,2694,,H,,,,,,,,,,,,,,,,
37259,UGC06862,J115315.5+113803,6862,,"11 53 15.4","+11 38 01",5,35.0,32.6,23.69,0.813,0.009,105,1,,2.243,0.012,14.87,0.05,14.32,-18.13,0.11,0.50,82.2,3082,-1178,1007,4260,-1357,1550,4439,,H,,,,,,,,,,,,,,,,
37263,ESO217-012,J115318.9-493504,28157,"217 G 12","11 53 19.0","-49 35 04",5,53.0,50.9,24.01,0.246,0.040,135,8,*,,,12.17,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37264,NGC3947,J115320.3+204506,6863,N3947,"11 53 20.4","+20 45 05",3,48.4,40.1,24.61,0.405,0.115,100,5,,2.651,0.052,12.09,0.04,11.80,-22.50,0.07,1.25,55.1,6519,,,,,,,,H,136.0,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
37271,ESO440-027,J115324.0-283311,28160,UA250,"11 53 23.4","-28 33 11",3,116.4,92.9,24.62,0.790,0.031,78,1,*,,,11.56,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37288,NGC3951,J115341.2+232256,6867,N3951,"11 53 41.2","+23 22 57",3,,,,,,,,,2.620,0.015,12.50,,12.19,-22.08,0.11,1.10,62.0,6770,,,,,,,,H,248.3,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
37290,NGC3949,J115341.8+475128,6869,N3949,"11 53 41.8","+47 51 28",5,81.6,53.4,24.32,0.339,0.084,119,3,,2.522,0.043,10.19,0.02,10.02,-20.19,0.07,0.95,49.2,1008,,,,,,,,H,53.3,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
37304,IC2974,J115348.7-051004,510177,I2974,"11 53 49.4","-05 10 01",5,84.0,52.4,22.99,0.794,0.014,102,1,,2.702,0.006,11.92,0.04,11.27,-22.69,0.12,1.30,80.7,6113,672,937,5441,848,765,5265,,H,,,,,,,,,,,,,,,,
37306,NGC3953,J115349.0+521936,6870,N3953,"11 53 49.0","+52 19 36",4,,,,,,,,,2.651,0.014,8.98,,8.74,-21.47,0.11,1.00,62.0,1233,,,,,,,,H,224.9,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
37307,ESO504-025,J115350.8-272059,28167,"504 G 25","11 53 50.6","-27 20 59",5,37.0,78.6,24.28,0.311,0.020,29,8,,2.155,0.027,13.50,0.16,13.27,-18.39,0.17,0.50,47.0,1978,229,520,1916,295,615,1850,30590,H,,,,"11 49 13.2","-28 17 40",2145,2,3,14,224,285,1921,318,324,1827,417
37308,IC2973,J115351.0+332155,6872,I2973,"11 53 50.8","+33 21 55",5,40.9,34.7,23.75,0.432,0.032,120,6,,2.297,0.013,12.94,0.06,12.71,-19.98,0.09,0.87,56.1,3481,976,560,2456,735,826,2697,40154,H,,,,"11 56 48.7","+32 11 13",3432,1,1,10,976,560,2456,735,825,2697,
37318,ESO572-012,J115357.1-200815,28169,"572 G 12","11 53 56.9","-20 08 23",5,27.8,30.6,23.32,0.676,0.008,138,4,,1.914,0.031,14.61,0.06,14.27,-17.27,0.08,0.50,72.6,2039,759,380,1266,708,384,1317,30603,H,,,,"11 56 58.2","-19 16 04",2025,2,7,22,231,173,1794,407,149,1618,409
